seed,raw_plausibility_delta_high_n,raw_action_violation_delta_high_n,raw_real_utility_delta_high_n,calibrated_repair_n64_improvement_over_raw
120,0.09370487198055455,0.5454545454545455,-2.6285714285714286,4.6
221,0.07223485919042216,0.5519480519480521,-1.4410714285714283,4.6
322,0.06953124257634313,0.4870129870129872,-1.6214285714285714,4.6
